doc_id,empty_content,score,response_chars
0,0,1.0,2541
1,0,1.0,1269
2,0,1.0,2000
3,0,1.0,1216
4,0,1.0,38
5,0,1.0,1646
6,0,1.0,1367
7,0,1.0,1321
8,0,1.0,332
9,0,1.0,4252
10,0,1.0,3648
11,0,1.0,2130
12,0,1.0,2029
13,0,1.0,4950
14,0,1.0,1308
15,0,1.0,1323
16,0,1.0,21
17,0,1.0,141
18,0,1.0,48
19,0,1.0,86
20,1,0.0,0
21,0,1.0,191
22,0,1.0,1101
23,1,0.0,0
24,0,1.0,4822
25,0,1.0,2685
26,0,1.0,700
27,1,0.0,0
28,0,1.0,576
29,0,1.0,433
30,0,1.0,440
31,0,1.0,4193
32,0,1.0,349
33,0,0.0,250
34,0,1.0,1933
35,0,1.0,365
36,0,1.0,1982
37,0,1.0,7783
38,0,1.0,541
39,0,1.0,1304
40,0,1.0,3282
41,0,1.0,1460
42,0,1.0,501
43,0,1.0,2038
44,0,1.0,947
45,0,1.0,41
46,0,1.0,960
47,0,1.0,4110
48,1,0.0,0
49,0,1.0,4162
50,0,1.0,37
51,0,1.0,601
52,0,1.0,5622
53,0,1.0,625
54,0,1.0,4013
55,1,0.0,0
56,0,1.0,1524
57,0,1.0,824
58,0,1.0,2956
59,1,0.0,0
60,0,1.0,158
61,0,1.0,7349
62,0,1.0,2453
63,0,1.0,3158
64,0,1.0,1214
65,0,1.0,1963
66,0,1.0,2946
67,0,1.0,810
68,0,1.0,338
69,0,1.0,2158
70,0,1.0,6676
71,0,1.0,3250
72,0,1.0,2386
73,0,1.0,5367
74,1,0.0,0
75,0,1.0,785
76,0,1.0,622
77,0,1.0,2215
78,0,1.0,2239
79,0,1.0,706
80,0,1.0,500
81,0,1.0,484
82,0,1.0,690
83,0,1.0,3813
84,0,1.0,3656
85,0,1.0,1939
86,0,1.0,211
87,0,1.0,670
88,0,1.0,5669
89,0,1.0,2438
90,0,1.0,2780
91,0,1.0,74
92,0,1.0,1066
93,0,1.0,212
94,0,1.0,7245
95,0,1.0,7686
96,0,1.0,6908
97,0,1.0,515
98,0,1.0,1161
99,0,0.0,1153
100,0,1.0,3133
101,0,1.0,6225
102,0,1.0,1137
103,0,1.0,6077
104,0,1.0,726
105,0,1.0,1845
106,0,1.0,287
107,1,0.0,0
108,0,1.0,241
109,0,1.0,504
110,0,0.0,2211
111,0,1.0,736
112,0,0.0,1850
113,0,1.0,1510
114,0,1.0,1012
115,0,0.0,2047
116,0,0.0,916
117,0,1.0,688
118,0,1.0,724
119,0,1.0,1928
120,0,1.0,9384
121,0,1.0,963
122,0,0.0,68
123,0,1.0,4946
124,0,0.0,1176
125,0,1.0,1567
126,0,1.0,2752
127,0,1.0,2040
128,0,1.0,3266
129,0,1.0,7307
130,0,1.0,2893
131,0,0.0,759
132,0,1.0,3823
133,0,1.0,4000
134,0,1.0,3393
135,0,1.0,916
136,0,1.0,5312
137,0,1.0,3097
138,0,0.0,3488
139,0,1.0,4
140,0,1.0,336
141,0,1.0,6630
142,0,1.0,3639
143,0,1.0,2583
144,0,1.0,1426
145,0,0.0,2394
146,0,0.0,8094
147,0,1.0,9189
148,0,1.0,840
149,0,1.0,2007
150,0,1.0,495
151,0,0.0,3917
152,0,1.0,185
153,0,1.0,2568
154,0,1.0,653
155,0,1.0,2038
156,0,1.0,1390
157,0,0.0,23
158,0,1.0,2887
159,0,1.0,442
160,0,1.0,2830
161,0,1.0,3277
162,1,0.0,0
163,1,0.0,0
164,0,1.0,277
165,0,1.0,1900
166,0,1.0,1160
167,1,0.0,0
168,0,1.0,1373
169,0,1.0,417
170,0,1.0,4547
171,0,1.0,606
172,0,1.0,659
173,0,1.0,1099
174,0,1.0,565
175,0,1.0,1262
176,0,1.0,1504
177,0,1.0,945
178,0,0.0,2723
179,0,0.0,3588
180,1,0.0,0
181,0,1.0,1662
182,0,1.0,3642
183,0,1.0,5944
184,0,0.0,437
185,1,0.0,0
186,0,1.0,1373
187,0,1.0,114
188,0,0.0,10
189,0,1.0,2725
190,0,1.0,749
191,0,1.0,613
192,0,1.0,516
193,0,1.0,3243
194,0,1.0,454
195,0,0.0,940
196,0,1.0,2484
197,0,1.0,690
198,0,1.0,237
199,0,1.0,1897
200,0,1.0,3574
201,0,1.0,1374
202,0,1.0,409
203,0,1.0,219
204,0,1.0,1707
205,0,1.0,139
206,0,1.0,479
207,0,1.0,5489
208,0,1.0,604
209,0,1.0,1583
210,0,1.0,785
211,0,1.0,1098
212,0,1.0,1891
213,0,1.0,1722
214,0,1.0,669
215,0,1.0,326
216,0,1.0,881
217,0,1.0,688
218,0,1.0,7011
219,0,0.0,1397
220,0,1.0,2635
221,0,1.0,572
222,1,0.0,0
223,0,1.0,260
224,0,1.0,51
225,0,1.0,464
226,0,1.0,14
227,0,1.0,2644
228,0,1.0,4243
229,0,0.0,2446
230,0,1.0,5442
231,0,1.0,699
232,0,1.0,491
233,0,1.0,756
234,0,1.0,285
235,0,1.0,2412
236,1,0.0,0
237,0,1.0,2552
238,0,1.0,2937
239,0,1.0,99
240,0,1.0,2232
241,0,1.0,3822
242,0,0.0,457
243,1,0.0,0
244,0,1.0,961
245,0,1.0,25
246,0,1.0,1349
247,0,1.0,410
248,0,1.0,1490
249,0,0.0,792
250,0,1.0,736
251,0,1.0,107
252,0,1.0,2141
253,0,1.0,3132
254,0,0.0,185
255,0,1.0,291
256,0,1.0,1454
257,0,1.0,2641
258,0,1.0,451
259,0,1.0,2790
260,0,1.0,679
261,0,1.0,1716
262,0,1.0,2592
263,0,1.0,1806
264,0,1.0,782
265,0,1.0,1679
266,0,1.0,606
267,0,1.0,914
268,0,1.0,667
269,0,1.0,761
270,0,1.0,1367
271,0,1.0,540
272,0,0.0,781
273,0,1.0,2146
274,0,1.0,1055
275,0,0.0,595
276,0,1.0,873
277,0,1.0,870
278,1,0.0,0
279,0,1.0,602
280,1,0.0,0
281,1,0.0,0
282,0,1.0,2190
283,0,1.0,6449
284,0,1.0,5599
285,0,1.0,941
286,0,1.0,487
287,0,1.0,323
288,0,1.0,472
289,0,1.0,1277
290,1,0.0,0
291,0,1.0,1130
292,1,0.0,0
293,0,1.0,866
294,0,1.0,1072
295,0,1.0,793
296,0,0.0,1830
297,0,1.0,738
298,0,1.0,3463
299,0,1.0,683
300,0,1.0,1303
301,0,1.0,505
302,0,1.0,3807
303,0,1.0,881
304,0,0.0,1959
305,0,1.0,2391
306,0,1.0,623
307,0,1.0,245
308,1,0.0,0
309,0,1.0,686
310,0,1.0,1316
311,0,1.0,718
312,0,1.0,574
313,0,1.0,619
314,0,1.0,3639
315,0,1.0,177
316,0,1.0,1110
317,0,1.0,203
318,0,1.0,524
319,0,1.0,853
320,0,1.0,206
321,0,1.0,1917
322,0,1.0,1422
323,0,1.0,1745
324,0,1.0,190
325,0,0.0,1089
326,0,1.0,891
327,0,1.0,3143
328,0,1.0,1429
329,0,1.0,1380
330,0,0.0,492
331,0,1.0,3147
332,0,1.0,3640
333,0,1.0,332
334,0,1.0,1405
335,0,1.0,2840
336,0,1.0,425
337,0,1.0,692
338,0,1.0,423
339,0,0.0,3290
